,topic_01,topic_02,topic_03,evidence_r2
2492,150,061,066,0.023645254166240526
2493,142,152,006,0.00858142368599435
2494,152,021,013,0.039034518152124775
2495,109,079,176,0.02178722398493249
2496,077,159,055,0.008171038233498629
2497,008,158,085,0.022094532697321423
2498,193,190,183,0.024473232521050825
2499,121,014,155,0.03612708475661919
2500,177,131,043,0.023458875020903935
2501,012,118,041,0.017866356634903435
2502,181,166,183,0.0036555044918080704
2503,069,173,089,0.017711919172827884
2504,113,157,040,0.02207702972545522
2505,151,033,165,0.036154709427141274
2506,176,058,142,0.03553315296575599
2507,021,182,006,0.028898396001299398
2508,115,166,080,0.022130723371470373
2509,052,133,053,0.025557348405845337
2510,193,069,074,0.02629478206033542
2511,044,035,022,0.020338614933357646
2512,076,140,158,0.016644002140592584
2513,096,073,146,0.01650899338730849
2514,199,102,011,0.015040407798311617
2515,060,029,104,0.017042244105777815
2516,183,008,060,0.0008646273862514819
2517,004,059,034,0.03537332871317389
2518,072,147,099,0.062174113884983506
2519,039,075,136,0.016483043892953186
2520,155,101,191,0.034201217462794364
2521,007,106,026,0.004276174271276023
2522,116,053,060,0.0348407282803761
2523,195,155,032,0.01852270048588256
2524,064,105,049,0.009452855157979556
2525,017,159,170,0.021985196136831364
2526,106,130,151,0.020734816216977814
2527,034,081,077,0.01562061869500564
2528,116,185,109,0.02509385446629986
2529,013,069,192,0.03389015456418831
2530,040,118,108,0.018169623414350577
2531,034,181,097,0.024205483283202378
2532,048,173,198,0.03674040023667702
2533,014,131,110,0.006326145456313603
2534,054,109,039,0.016760374360080155
2535,026,057,109,0.011152561279919149
2536,014,172,053,0.030993883731433414
2537,022,167,106,0.027325569924215753
2538,006,083,050,0.00821538094657337
2539,178,115,044,0.02474464495486317
2540,081,140,053,0.023683638712482136
2541,108,055,087,0.027785021056368375
2542,153,160,050,0.004872827479483588
2543,196,124,137,0.011643270323938193
2544,090,076,101,0.03167734551891366
2545,133,117,053,0.03569624970313279
2546,137,025,104,0.0068452025089356106
2547,134,165,052,0.014083939550463054
2548,043,168,022,0.02309583653812075
2549,039,060,122,0.003947454333450451
2550,161,038,129,0.026246757995759706
2551,141,080,115,0.029977082255036147
2552,167,121,103,0.04735924627174448
2553,114,011,075,0.014441739587607194
2554,048,156,123,0.02976666716264109
2555,152,046,007,0.004124162449347435
2556,091,053,142,0.03354167926476348
2557,085,172,044,0.02647608288652703
2558,140,142,092,0.010150801200906279
2559,089,199,078,0.026858087910993977
2560,036,032,195,0.01306551379568821
2561,057,084,108,0.0011818425628842277
2562,052,123,016,0.006008817118749121
2563,107,011,047,0.01931291904220922
2564,105,045,019,0.039904771248115645
2565,014,199,141,0.018504106688885025
2566,040,006,120,0.026132501002132935
2567,199,040,136,0.016477032830402694
2568,076,144,018,0.008595729784110384
2569,060,131,196,0.009054700934309379
2570,098,073,173,0.014227656700415592
2571,174,188,063,0.007827695702104176
2572,125,042,085,0.011595218104006766
2573,148,085,160,0.005697417341652744
2574,052,065,027,0.028923669816087405
2575,102,171,115,0.009979559196922505
2576,078,130,085,0.01805203799460675
2577,036,098,043,0.021437705726108924
2578,136,054,127,0.018279603793164623
2579,166,040,159,0.00858439393938959
2580,106,172,185,0.015895683840268515
2581,157,014,055,0.020146865419416682
2582,035,036,199,0.015322300231010666
2583,099,071,083,0.007354140312148871
2584,077,172,121,0.03642346071274549
2585,006,125,113,0.007934371575571642
2586,104,099,085,0.01103816341495345
2587,087,094,153,0.026306768993768714
2588,006,141,170,0.031047807117925097
2589,046,048,198,0.03364874651275784
2590,157,075,101,0.04588299581528299
2591,182,106,035,0.012194925716862426
2592,114,144,060,0.01029977924293346
2593,130,081,176,0.015242366739763868
2594,175,025,131,0.001951291871101879
2595,109,132,025,0.009941161680555921
2596,044,072,176,0.06824094023988914
2597,099,025,132,0.008406154635356544
2598,011,035,188,0.012030408601129028
2599,114,092,132,0.012882053695329354
2600,161,077,140,0.016318477427948008
2601,158,167,178,0.037713053575103905
2602,192,099,036,0.007403196254065381
2603,181,153,120,0.01590465294645349
2604,153,196,013,0.034135190352115874
2605,117,008,023,0.05046051802123186
2606,141,026,041,0.013101749116852246
2607,133,144,019,0.020527089908260354
2608,035,182,116,0.02423236792483041
2609,099,173,187,0.014177798774560046
2610,013,092,060,0.035271546262685805
2611,081,187,089,0.019105907304892922
2612,053,174,000,0.026230235343943198
2613,167,109,134,0.03506808229912228
2614,150,103,031,0.02677979870171543
2615,117,170,138,0.026239557508862643
2616,008,165,150,0.02556892904507657
2617,053,092,067,0.025698007674361256
2618,110,067,196,0.014641946167928355
2619,130,148,043,0.021879262728196847
2620,058,003,170,0.0436731613256065
2621,055,170,144,0.02474108409492226
2622,099,006,182,0.018179207908657014
2623,147,021,122,0.02031409395536854
2624,183,171,150,0.023257157680312113
2625,099,058,021,0.037456342949784616
2626,081,188,062,0.01596640859342291
2627,068,054,170,0.023869619750240822
2628,134,098,121,0.03359205032822443
2629,123,115,007,0.013374825581073835
2630,187,072,054,0.0676243328226831
2631,109,076,060,0.009892501970393375
2632,052,150,196,0.02212163431275538
2633,124,168,104,0.006940120955391316
2634,048,091,036,0.058803495382969584
2635,004,092,115,0.03392297306745151
2636,005,084,027,0.009009806322538894
2637,192,167,090,0.02745941766096327
2638,118,050,114,0.016917793242817725
2639,160,125,022,0.0030418238615198545
2640,099,123,069,0.012418466696960118
2641,000,176,183,0.014807761265951846
2642,105,114,117,0.01833054060785566
2643,108,073,198,0.013429328707072141
2644,006,091,150,0.04088515215915234
2645,037,054,165,0.01602907359414052
2646,191,107,184,0.004040752778867729
2647,123,178,082,0.01713665090168459
2648,088,194,005,0.03133898681662306
2649,094,136,151,0.027648419527748547
2650,034,088,159,0.029631827809175504
2651,033,119,031,0.021708235348706695
2652,000,147,068,0.003701914941046547
2653,068,037,150,0.020456143013262595
2654,173,084,151,0.02226134320283535
2655,113,061,036,0.006499579015040613
2656,133,021,029,0.02572635920978328
2657,064,070,133,0.001525485223589862
2658,085,017,191,0.01823243356255455
2659,075,109,013,0.04109525717876006
2660,160,014,150,0.02089550919934413
2661,163,191,199,0.02655060647948937
2662,023,191,019,0.04823103194088163
2663,051,080,105,0.017692839259361937
2664,077,198,165,0.015392606794511154
2665,192,022,092,0.011010175186696558
2666,174,096,175,0.006936817675730733
2667,042,118,099,0.02267970548053788
2668,027,142,157,0.019367940803801664
2669,044,196,057,0.01708140975142647
2670,016,160,012,0.005743496115219515
2671,067,110,121,0.03417773136980329
2672,000,175,153,0.007032480357203275
2673,012,101,071,0.03666214069294349
2674,067,166,191,0.005645328410137984
2675,181,165,025,0.010711928621357947
2676,078,085,007,0.02271863917753958
2677,094,161,032,0.02460468566554508
2678,152,016,098,0.0058489215609867085
2679,081,098,013,0.03412003598822688
2680,116,102,133,0.020742337018340384
2681,155,192,165,0.01170761645394025
2682,158,153,127,0.02408437797984242
2683,169,167,147,0.02623056870250473
2684,110,191,076,0.009573889122268087
2685,192,182,107,0.007610102687660825
2686,077,163,137,0.026484921466248035
2687,047,065,187,0.04039447421264064
2688,194,188,082,0.00656497011612478
2689,082,026,195,0.014702298091425647
2690,077,058,161,0.03095806624345543
2691,114,001,048,0.039149126702989645
2692,003,182,033,0.03224613516098074
2693,087,129,085,0.025170178319313452
2694,073,160,055,0.015967326151380967
2695,069,107,190,0.002944107908837923
2696,040,159,129,0.007690787361910534
2697,068,089,003,0.030091806739776628
2698,027,175,124,0.0018022895835103636
2699,070,021,037,0.01890390842595535
2700,184,108,064,0.0004020866635403575
2701,089,153,107,0.01587778907275572
2702,170,161,160,0.028499184493828156
2703,176,107,181,0.01534038303960894
2704,018,166,164,0.009880408020709441
2705,153,167,054,0.028303662700061794
2706,054,166,026,0.00829686976816535
2707,013,096,193,0.056291816847026666
2708,043,082,117,0.032289859229968076
2709,037,173,097,0.015626815112023018
2710,012,053,192,0.026432866751650685
2711,062,045,061,0.039706329724572
2712,034,081,116,0.030428861153034892
2713,177,022,183,0.01096429079835648
2714,138,119,144,0.012892168354756595
2715,037,074,195,0.011649144400012634
2716,087,168,068,0.02262510048354216
2717,156,045,108,0.03491530990006175
2718,001,024,149,0.03732836196032818
2719,073,026,120,0.016700712895403758
2720,160,122,129,0.0006743537207186678
2721,051,012,193,0.03159208765151322
2722,038,148,035,0.02499797456396302
2723,004,129,076,0.022143117409916147
2724,069,048,132,0.027494901211262968
2725,166,163,127,0.026365041513167542
2726,079,005,091,0.02805583648811283
2727,016,003,146,0.03152092506533932
2728,116,075,143,0.02285599176137998
2729,103,031,090,0.01258124440143138
2730,067,003,024,0.037096157032299626
2731,108,012,169,0.01023668401374822
2732,129,035,195,0.015045527954161808
2733,185,068,175,0.006882160814376537
2734,156,033,131,0.012793180873733934
2735,053,081,035,0.028039772293453002
2736,124,166,110,0.007840050288336342
2737,052,148,114,0.008446266846731332
2738,171,191,101,0.03431803886989515
2739,038,043,041,0.03105045740480128
2740,049,044,090,0.01593384040021628
2741,190,120,104,0.01198267246673368
2742,048,073,024,0.042686325163679206
2743,082,148,003,0.02830466147838151
2744,136,170,037,0.02131478065501058
2745,048,101,008,0.05258268638774033
2746,023,121,165,0.06684623770072806
2747,195,022,074,0.012453839094776153
2748,158,090,082,0.020808684442572445
2749,096,106,072,0.059709421245017213
2750,081,080,160,0.015321783611802253
2751,118,044,041,0.022512712483957587
2752,074,148,077,0.002588815822287205
2753,195,052,168,0.013510417090891957
2754,157,025,133,0.021063011144527244
2755,119,158,190,0.022624055315969116
2756,127,092,182,0.018341054924177147
2757,157,054,041,0.02258005331446933
2758,120,193,143,0.05370913188229076
2759,166,061,172,0.016883707478899113
2760,080,117,081,0.021693255044004545
2761,102,108,129,0.005889213113334235
2762,011,018,102,0.01234527435874988
2763,106,075,057,0.006909592405592968
2764,026,014,119,0.010013247448772633
2765,054,189,003,0.03265307662392991
2766,058,114,031,0.028518198419939855
2767,109,054,074,0.018008816626856827
2768,089,084,105,0.016168642112517673
2769,041,053,025,0.021922553561631863
2770,103,136,011,0.014031267634650457
2771,144,017,042,0.013204969172852965
2772,005,101,148,0.03519791460871391
2773,055,127,041,0.022069243563185514
2774,083,108,023,0.037079749906084314
2775,190,081,149,0.0188800658991215
2776,159,047,138,0.017416999236681163
2777,137,174,047,0.022767307761042965
2778,191,080,170,0.028931802968898634
2779,144,114,164,0.013447809942447098
2780,023,013,043,0.06758390703535466
2781,187,192,082,0.008325595718153611
2782,163,140,067,0.024024431462686624
2783,007,051,159,0.0035197798603074926
2784,074,131,053,0.022722999714460235
2785,136,077,070,0.007689954279019973
2786,153,181,082,0.008264586090967252
2787,109,005,087,0.034990671771821136
2788,097,160,153,0.015831485679966395
2789,116,066,036,0.019966160796475507
2790,001,014,077,0.01815600597876199
2791,116,148,066,0.022162846249147106
2792,110,192,049,0.01479037707112374
2793,133,013,173,0.03641540543335808
2794,074,129,091,0.02255299246297282
2795,085,070,141,0.01669316936558085
2796,036,039,085,0.007867648731227028
2797,119,117,167,0.0385264622033451
2798,023,142,107,0.037960192781982594
2799,055,091,150,0.038278968544837255
2800,170,071,056,0.03202621963615815
2801,195,191,015,0.018128819081801306
2802,159,191,040,0.011951385896733613
2803,055,080,160,0.020665128177398184
2804,048,101,170,0.05451640616758113
2805,182,168,181,0.013915174935522856
2806,037,027,152,0.001104565405640634
2807,136,017,144,0.014719194927486745
2808,165,194,016,0.008665506453965244
2809,168,021,047,0.026854062258428457
2810,053,038,017,0.03453942597283988
2811,119,064,077,0.009367776230759906
2812,163,041,035,0.026351388436379186
2813,109,019,013,0.046590126924974884
2814,096,054,034,0.021462925882969386
2815,019,079,056,0.030736478970347703
2816,089,092,113,0.01572137249628014
2817,172,137,136,0.02097643040638042
2818,119,156,097,0.024904806481546915
2819,176,018,189,0.018881419419112366
2820,138,057,185,0.007619212664030317
2821,041,170,037,0.018903131768470915
2822,083,105,068,0.005407454479357976
2823,040,059,123,0.0150814801007908
2824,133,017,141,0.022011880191183608
2825,170,094,067,0.028382849882894967
2826,087,133,070,0.019942477889984267
2827,115,160,097,0.029386809545881465
2828,148,024,032,0.030694486932579146
2829,048,133,119,0.03029295136607657
2830,152,165,096,0.011532025151841152
2831,194,077,078,0.012933199928700345
2832,024,058,102,0.03788960705386013
2833,001,047,005,0.03338972371128557
2834,088,012,140,0.02533135291170252
2835,103,151,057,0.028088388384346796
2836,158,123,118,0.028397108511955427
2837,124,082,084,0.003057357692559548
2838,124,177,081,0.009098554655447622
2839,069,045,037,0.03144324843746271
2840,198,148,079,0.009717123442098408
2841,061,136,025,0.012665930245193135
2842,118,061,105,0.020377761085063506
2843,141,039,081,0.01533246916611064
2844,187,132,149,0.023055539162660565
2845,174,045,090,0.03558266266543353
2846,191,144,013,0.03861843836401668
2847,013,033,042,0.03372130773073512
2848,141,038,084,0.026298760950206668
2849,053,054,147,0.027976677683707707
2850,161,102,105,0.018217461206559427
2851,176,182,083,0.017267837730193802
2852,000,159,006,0.009892572789537701
2853,101,007,169,0.03395378458631115
2854,192,084,149,0.017583315651587328
2855,073,031,136,0.014265655228665852
2856,183,045,133,0.03485644726930037
2857,059,188,171,0.00709665347655819
2858,155,006,138,0.011432606729368078
2859,132,024,096,0.026062356058662584
2860,094,085,043,0.03421702360687928
2861,003,048,119,0.03880591829626545
2862,156,161,183,0.017359982706290578
2863,172,171,068,0.013250870071188858
2864,176,067,069,0.015137739608597656
2865,058,168,161,0.032484756014470983
2866,143,039,026,0.007678867073114937
2867,000,061,083,0.00799470822735715
2868,166,004,188,0.026791505384634484
2869,067,026,063,0.0012619177074323362
2870,003,108,056,0.03865700945823769
2871,022,056,121,0.038090649335076665
2872,000,127,043,0.022541000835858527
2873,094,016,164,0.01600159818349134
2874,013,125,050,0.03255004931359473
2875,074,106,051,0.001883528758496733
2876,166,061,149,0.019352945148181866
2877,125,067,103,0.007065216816468434
2878,183,189,068,0.006328926820237446
2879,160,119,023,0.038414252065820165
2880,142,058,035,0.030832214990217488
2881,062,014,065,0.03613199487120067
2882,108,008,120,0.011527171824877502
2883,166,062,058,0.02991808643282534
2884,168,163,048,0.04114723693961675
2885,131,192,149,0.017659178658239627
2886,079,185,138,0.006568112885196986
2887,073,156,040,0.015740205818385644
2888,053,059,015,0.027036080027208476
2889,188,079,196,0.011366834447290364
2890,022,096,024,0.027157091438058556
2891,052,153,146,0.016151621960313722
2892,149,165,105,0.027852780071641603
2893,061,160,176,0.01772882381910157
2894,007,166,008,0.004643743508467746
2895,047,199,035,0.025432972108108576
2896,098,122,074,0.007084916403606867
2897,034,078,134,0.026653030272760225
2898,014,117,150,0.021858806034207534
2899,052,071,032,0.004178190449145469
2900,188,081,061,0.009621437582586045
2901,070,054,060,0.008272245787776744
2902,138,075,191,0.01064062350438122
2903,005,072,130,0.06191072730868641
2904,177,122,035,0.015514503354997822
2905,131,024,006,0.032927771803372474
2906,038,187,039,0.022401990486456858
2907,127,134,193,0.03807091957740072
2908,188,038,107,0.018709404529211993
2909,063,133,101,0.03278972774214717
2910,107,083,138,0.000368139842294557
2911,110,160,078,0.019496831298627115
2912,068,181,099,0.009296789799638883
2913,157,055,184,0.020300548491954284
2914,022,018,045,0.03956715132651778
2915,182,012,137,0.012770991399808973
2916,038,024,174,0.03839449503405756
2917,018,085,120,0.026019662250678532
2918,106,073,148,0.01023778079351123
2919,014,127,150,0.02588488585068005
2920,159,084,164,0.004177411330318903
2921,088,193,131,0.03613889058791908
2922,046,003,000,0.02611405186272775
2923,161,118,148,0.024665761737206693
2924,085,153,044,0.02282862793857554
2925,103,141,077,0.018261535338251256
2926,094,157,072,0.06921635350531452
2927,194,129,071,0.002135835939460873
2928,176,027,011,0.014951636053491035
2929,005,003,088,0.04198493083761412
2930,150,160,121,0.03742333120234431
2931,181,166,172,0.014350499779613335
2932,079,113,072,0.05914961816842146
2933,059,113,191,0.00628359828469538
2934,199,035,138,0.015398174640593343
2935,018,143,113,0.007492607641446325
2936,044,056,008,0.02656780710302742
2937,149,011,199,0.020247877241264645
2938,085,184,061,0.011309621994536556
2939,199,052,011,0.010811477650108925
2940,148,147,122,0.0015194612511765238
2941,058,027,129,0.025304605832497495
2942,168,103,142,0.012532046895424864
2943,152,053,088,0.0367510019911621
2944,034,082,050,0.018232700747947028
2945,125,108,052,0.0011804395524702693
2946,012,181,195,0.014819456397666686
2947,115,007,065,0.03421700751772594
2948,119,191,079,0.011937859685967389
2949,102,191,025,0.009817928989627855
2950,001,007,081,0.02304803846644199
2951,156,136,158,0.020925493511504856
2952,007,092,003,0.031103003806519647
2953,056,052,175,0.019789983458306404
2954,078,041,089,0.02291411535815846
2955,164,195,041,0.012358656353473108
2956,066,199,035,0.017384908548747746
2957,148,066,064,0.008274884643314606
2958,074,000,051,0.004153783886547413
2959,006,097,129,0.02013026342221469
2960,084,019,044,0.024545530443198182
2961,079,081,013,0.03275070672308722
2962,123,033,125,0.014226478965064349
2963,108,177,163,0.026989280277807226
2964,001,029,039,0.027011880772818464
2965,196,081,071,0.009107354227218312
2966,102,129,163,0.023609100847044373
2967,110,113,001,0.021950780216406063
2968,171,165,147,0.008049625876578648
2969,114,069,121,0.03260345270537246
2970,022,082,108,0.005499751964391342
2971,147,085,077,0.004562480493322862
2972,088,137,040,0.029589923695877873
2973,172,130,193,0.03575770833091696
2974,074,125,047,0.017128112249982674
2975,053,161,072,0.07429681637713847
2976,091,069,096,0.024628484208426338
2977,161,107,106,0.014122676539554124
2978,132,044,185,0.015091323622833275
2979,014,041,188,0.004133240626306267
2980,189,172,113,0.015268465126017206
2981,027,106,161,0.014356939704554539
2982,144,059,117,0.016465377696946004
2983,040,088,110,0.030445116846949727
2984,124,188,005,0.013800275026021103
2985,156,116,018,0.021280329173920975
2986,006,074,037,0.009330302376934663
2987,132,085,127,0.019374061842717838
2988,118,121,083,0.03709353287810668
2989,153,079,083,0.0047724078392035185
2990,106,188,157,0.019669595515123595
2991,048,134,191,0.04197068921444247
2992,088,062,013,0.04817209703761005
2993,136,195,060,0.013361610246827027
2994,166,042,087,0.020698486130116933
2995,066,072,106,0.06411272757640907
2996,039,165,174,0.016436121420777328
2997,124,172,088,0.031066517479171774
2998,131,059,185,0.009403802489455382
2999,110,006,073,0.02167737368756839
3000,079,051,144,0.00456584204083943
3001,038,016,077,0.016953434894826813
3002,060,132,102,0.0064480294599262855
3003,049,087,007,0.026725666334723286
3004,026,023,087,0.04909834100916732
3005,141,108,098,0.015103099604328318
3006,182,188,190,0.009910937241471518
3007,153,032,117,0.01490203254359923
3008,092,080,046,0.019905909497010432
3009,075,001,172,0.028335042714870418
3010,065,097,037,0.04134875612673805
3011,115,143,006,0.01977130342400779
3012,048,115,089,0.03622299433569898
3013,150,130,166,0.02348901448752727
3014,098,099,029,0.024094054522628805
3015,198,064,094,0.018308913008469596
3016,094,156,141,0.024634322066237835
3017,155,073,114,0.0202147684458186
3018,138,142,164,0.004615076679035934
3019,087,005,032,0.03233734093407048
3020,158,045,051,0.039853474664960475
3021,114,001,024,0.03631227274548199
3022,138,015,092,0.008799500328005028
3023,054,158,117,0.023209812350305836
3024,164,149,063,0.019431232350845873
3025,007,066,065,0.036322028804038675
3026,149,035,052,0.020995896026131167
3027,090,119,167,0.03049017547283872
3028,023,115,188,0.04023773953458065
3029,101,054,141,0.04143755180180253
3030,018,060,048,0.028679124019128976
3031,089,148,026,0.013452103952435235
3032,164,118,142,0.015826883792022906
3033,131,000,049,0.00593647215629689
3034,091,104,016,0.023414511584667785
3035,104,007,006,0.011838820003770456
3036,195,000,129,0.011057018230245408
3037,091,149,168,0.04231622216521558
3038,054,057,045,0.03706809398982991
3039,150,090,108,0.024851574304008306
3040,069,140,141,0.01707439729536908
3041,078,064,107,0.013364731832550159
3042,088,147,029,0.0304193503039224
3043,098,182,075,0.015480624022756406
3044,114,116,189,0.023156729715880564
3045,019,192,074,0.017576216477252382
3046,184,056,023,0.04988043381487339
3047,159,078,064,0.01344116319710642
3048,056,060,129,0.019216401924879833
3049,087,103,142,0.031032575113556726
3050,073,178,036,0.015389263654024932
3051,146,013,058,0.04220185115834851
3052,165,136,012,0.01948447798110975
3053,116,152,165,0.02548309093208434
3054,155,042,048,0.031025981464703478
3055,142,124,074,0.0031663062541468223
3056,182,170,097,0.028319379756663654
3057,082,192,102,0.008447792816189126
3058,118,068,153,0.015603606075751175
3059,161,067,021,0.026516873929119056
3060,043,077,166,0.019877558688591646
3061,015,123,038,0.021675609667412332
3062,136,077,157,0.021068495887827554
3063,149,055,120,0.0357708816989909
3064,118,067,102,0.015520417610495496
3065,175,159,155,0.0056187961552724985
3066,082,125,012,0.009146832012536743
3067,006,092,193,0.03419456909940444
3068,105,027,138,0.005415454324387503
3069,101,041,039,0.033513181688760496
3070,097,173,132,0.0164158061525973
3071,014,176,065,0.03864899166062141
3072,054,118,119,0.02187563561030037
3073,019,058,166,0.037088496903643575
3074,159,195,182,0.015620349881098394
3075,132,079,032,0.003086019764571346
3076,061,048,063,0.029536611547716363
3077,127,122,156,0.018764375491708285
3078,073,173,023,0.045849946484062154
3079,037,069,072,0.060539919743949344
3080,150,075,185,0.025874815282702968
3081,082,190,191,0.004461415818440173
3082,082,137,081,0.010602985779508356
3083,189,094,041,0.015712721440875876
3084,102,170,101,0.04047530464323479
3085,141,050,082,0.01368503641578267
3086,057,007,195,0.015434848369319187
3087,118,057,027,0.01192034484853488
3088,170,142,148,0.021607716909808672
3089,198,060,125,0.00824367897135625
3090,037,060,078,0.0134999844789907
3091,041,043,143,0.02216335713309725
3092,106,006,116,0.023534673572154108
3093,041,071,115,0.0064055749934355255
3094,106,083,136,0.0070040959996707786
3095,047,148,158,0.027733355015418293
3096,089,015,138,0.014112990655860469
3097,137,138,173,0.010532098010717306
3098,131,109,038,0.02331238140082359
3099,107,196,018,0.011337489934324041
3100,017,004,118,0.03567055069641323
3101,117,039,046,0.012559333418724727
3102,143,000,136,0.010236787912377587
3103,102,040,024,0.02848821139155633
3104,034,152,182,0.02268165589839588
3105,073,081,198,0.012662828822718075
3106,068,136,177,0.013688640309166833
3107,083,191,123,0.009218086719987473
3108,024,039,175,0.02651545601626104
3109,125,035,195,0.01534675318920431
3110,089,104,123,0.01797957858015775
3111,187,092,125,0.011269475122773764
3112,168,185,161,0.021340923787320998
3113,157,026,072,0.06286763440052057
3114,089,159,065,0.03340147533120674
3115,152,138,038,0.01705066819812373
3116,140,192,007,0.009439205555492602
3117,165,195,150,0.031138812807398497
3118,011,115,137,0.015279919190319458
3119,013,175,043,0.0424739230653004
3120,114,101,049,0.03877027778768183
3121,191,171,194,0.004934637016712262
3122,172,188,004,0.03200217047785192
3123,011,150,099,0.024158273328296898
3124,120,183,055,0.017751283343054758
3125,046,113,124,0.0013283814158185914
3126,130,166,013,0.03330760418260037
3127,074,153,141,0.016994637073173946
3128,133,156,140,0.008971706894815967
3129,104,029,178,0.02296175434577319
3130,137,143,119,0.01781448722754886
3131,101,181,148,0.0337969620447065
3132,165,075,125,0.013892069782868721
3133,098,068,167,0.027039642799330577
3134,199,113,013,0.034053207560828525
3135,080,106,148,0.015965818823424516
3136,064,013,081,0.03477027013757594
3137,049,025,001,0.0185166567947036
3138,155,198,122,0.015581632710422122
3139,196,033,019,0.026518234739181468
3140,031,041,075,0.007175643367922202
3141,011,068,041,0.0029615865032095456
3142,017,138,015,0.010254041145490556
3143,155,050,092,0.009481681003307374
3144,018,104,120,0.020522779711830808
3145,101,012,099,0.04209816155498658
3146,138,022,039,0.0068668786588999
3147,023,018,160,0.04212704098685227
3148,026,173,153,0.008245188050521435
3149,048,000,099,0.031176106830407613
3150,080,155,025,0.020459256468370657
3151,034,064,148,0.017489520872006392
3152,164,192,166,0.007381328644197049
3153,034,146,163,0.03274710392644686
3154,172,062,118,0.030440568475387453
3155,136,082,152,0.010254531687105661
3156,070,022,047,0.017104123947802807
3157,026,141,194,0.013802547361850936
3158,022,045,044,0.04026792656363354
3159,171,191,122,0.004260481542313621
3160,091,151,133,0.045479926421064465
3161,198,167,025,0.02795944141610962
3162,052,076,136,0.0073756577235344345
3163,064,115,105,0.010915486166935384
3164,101,065,090,0.047653280061972
3165,156,092,054,0.0147692659211206
3166,137,188,083,0.009309140274263994
3167,115,008,141,0.01767482761918815
3168,042,049,157,0.023950177594159627
3169,193,092,006,0.03419456909940444
3170,141,039,155,0.01953335853288085
3171,150,038,110,0.04096164393132107
3172,190,191,105,0.009293299679084654
3173,173,101,138,0.03341714097163362
3174,096,045,090,0.03421318072712609
3175,008,005,065,0.033228089844160036
3176,130,134,025,0.006967973954933315
3177,033,098,074,0.018517410208361174
3178,183,084,173,0.0036769480241672925
3179,107,181,190,0.002190430372105978
3180,072,130,155,0.06200507783088294
3181,073,142,042,0.012906127368481957
3182,187,122,191,0.011020214237369874
3183,061,097,158,0.02659022876358319
3184,014,124,070,0.0020912886178026113
3185,110,181,108,0.008458117180169089
3186,149,098,046,0.019481825594652835
3187,069,025,012,0.008641963414085518
3188,017,046,088,0.02469193553500526
3189,051,069,031,0.00379870011348471
3190,043,074,189,0.02312450165861213
3191,124,061,157,0.023499857473412544
3192,085,067,104,0.005772691216562542
3193,169,181,073,0.012383458314090157
3194,037,190,035,0.008206472748366722
3195,107,189,191,0.008555503814475007
3196,003,174,008,0.033502278613007364
3197,023,195,006,0.04894634672135756
3198,148,024,040,0.030510989865181304
3199,083,011,142,0.002559357698560083
3200,181,178,176,0.022112406059520362
3201,007,146,169,0.018382554801518958
3202,021,037,188,0.01994599346858894
3203,060,026,037,0.0008075863473762102
3204,141,050,101,0.0382047398442249
3205,013,006,164,0.04178749431646389
3206,024,182,040,0.029604234118834505
3207,169,055,161,0.024825018029116408
3208,104,083,000,0.003394152107300763
3209,049,173,153,0.01094132384280766
3210,069,113,123,0.007628902952684702
3211,017,084,173,0.012412893500954536
3212,175,158,012,0.018336520745440232
3213,131,169,032,0.006557676411412361
3214,143,069,017,0.011043646183616085
3215,160,171,053,0.021434833867687297
3216,160,151,060,0.021229313581219267
3217,175,012,092,0.011168400865094519
3218,065,094,125,0.03899136827505856
3219,178,096,062,0.02161581696253012
3220,176,196,195,0.022983671632746838
3221,134,019,085,0.020679754393402416
3222,069,023,054,0.042613959719263406
3223,043,192,084,0.025178685685717017
3224,153,085,091,0.029264331268447075
3225,035,161,029,0.03041327244548586
3226,173,190,134,0.00710204573972073
3227,021,034,082,0.033553838255555246
3228,129,090,060,0.0033652489024392773
3229,130,114,141,0.016874481554802645
3230,055,025,140,0.011190496899031399
3231,189,106,110,0.012226468381656197
3232,014,132,155,0.0046540352387483
3233,103,079,037,0.00611531429021106
3234,084,176,194,0.014133107496319575
3235,054,011,079,0.00985243345699438
3236,105,170,134,0.02468567633211427
3237,043,189,166,0.022644991139913362
3238,060,048,194,0.028404161634846825
3239,193,065,194,0.044429187368408396
3240,018,157,174,0.02559659886490462
3241,011,014,054,0.00963525040970381
3242,021,102,066,0.021056809882439187
3243,004,144,021,0.039008419701072494
3244,164,075,051,0.009834146912421238
3245,079,048,081,0.030463247290457907
3246,121,178,188,0.03620379578418165
3247,003,140,137,0.02850760079676451
3248,000,187,146,0.018715859939171686
3249,039,120,175,0.015916881924678772
3250,182,018,165,0.02137203641129215
3251,067,027,094,0.0132722220369208
3252,066,006,067,0.014607211290368793
3253,081,099,008,0.0067083796916124205
3254,099,143,014,0.009868045222824362
3255,031,151,073,0.02542111984843498
3256,004,072,033,0.07256109800134514
3257,040,029,068,0.02196505974736518
3258,199,067,172,0.018210841370785547
3259,027,131,098,0.004899535249995535
3260,097,005,170,0.03841563790721547
3261,184,016,142,0.0006141014352646357
3262,108,061,098,0.010553463736339919
3263,199,084,005,0.019006300091506834
3264,161,196,169,0.020928522796359483
3265,167,071,070,0.0253206708330308
3266,168,191,042,0.017219634735523126
